"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL"
"yearlings","9","NULL","23","3.14"
"yearns","6","NULL","83","4.42"
"yeas","4","NULL","158","5.06"
"yeastier","8","NULL","0","0.00"
"yeastiest","9","NULL","0","0.00"
"YEDISAN","7","NULL","0","0.00"
"YEHHH","5","NULL","1","0.00"
"YEHUDI","6","NULL","32","3.47"
"YELLERISH","9","NULL","0","0.00"
"YELLIN","6","NULL","88","4.48"
"yellower","8","NULL","10","2.30"
"yellowest","9","NULL","5","1.61"
"yellowness","10","NULL","1","0.00"
"yellows","7","NULL","323","5.78"
"yells","5","NULL","974","6.88"
"Yemeni","6","NULL","135","4.91"
"Yemenis","7","NULL","30","3.40"
"YENI","4","NULL","724","6.58"
"yenned","6","NULL","0","0.00"
"yenning","7","NULL","0","0.00"
"yens","4","NULL","43","3.76"
"yeomanry","8","NULL","25","3.22"
"yeomen","6","NULL","43","3.76"
"yeses","5","NULL","12","2.48"
"YESIREE","7","NULL","17","2.83"
"yesterdays","10","NULL","307","5.73"
"yetis","5","NULL","91","4.51"
"yew","3","NULL","383","5.95"
"yews","4","NULL","29","3.37"
"YFF","3","NULL","12","2.48"
"yid","3","NULL","53","3.97"
"yids","4","NULL","14","2.64"
"yieldingly","10","NULL","0","0.00"
"YINGER","6","NULL","7","1.95"
"yob","3","NULL","33","3.50"
"yobbo","5","NULL","10","2.30"
"yobbos","6","NULL","16","2.77"
"yobs","4","NULL","59","4.08"
"yodelled","8","NULL","0","0.00"
"yodeller","8","NULL","1","0.00"
"yodellers","9","NULL","0","0.00"
"yodelling","9","NULL","23","3.14"
"yodels","6","NULL","23","3.14"
"yoghurt","7","1","187","5.23"
"yoghurts","8","NULL","5","1.61"
"yogi","4","2","1081","6.99"
"yogis","5","NULL","139","4.93"
"YOK","3","NULL","1124","7.02"
"yoked","5","NULL","169","5.13"
"yokes","5","NULL","74","4.30"
"yoking","6","NULL","8","2.08"
"YOKNAPATAWPHA","13","NULL","3","1.10"
"YOKOSUKA","8","NULL","51","3.93"
"YOKUSUKA","8","NULL","0","0.00"
"YOKUTS","6","NULL","1","0.00"
"yolks","5","NULL","491","6.20"
"YONEDA","6","NULL","15","2.71"
"YONGST","6","NULL","0","0.00"
"yonks","5","NULL","33","3.50"
"YOOEE","5","NULL","0","0.00"
"YOORICK","7","NULL","0","0.00"
"YORI","4","NULL","57","4.04"
"yorker","6","NULL","1160","7.06"
"yorkers","7","NULL","351","5.86"
"YOSHIMOTO'S","11","NULL","2","0.69"
"YOU'S","5","NULL","205","5.32"
"YOU'UNS","7","NULL","1","0.00"
"YOUNGUH","7","NULL","0","0.00"
"youthfully","10","NULL","9","2.20"
"youthfulness","12","NULL","24","3.18"
"YOW","3","NULL","569","6.34"
"yowled","6","NULL","8","2.08"
"yowling","7","NULL","51","3.93"
"yowls","5","NULL","15","2.71"
"YR","2","NULL","8151","9.01"
"YS","2","NULL","766","6.64"
"YTIME","5","NULL","1","0.00"
"YUBA","4","NULL","119","4.78"
"yuccas","6","NULL","0","0.00"
"Yugoslavians","12","NULL","18","2.89"
"Yugoslavs","9","NULL","77","4.34"
"YUH","3","NULL","128","4.85"
"YUJOBO","6","NULL","0","0.00"
"YUKI","4","NULL","95","4.55"
"yule","4","1","132","4.88"
"YURI","4","NULL","1282","7.16"
"YUROCHKA","8","NULL","0","0.00"
"YUSE","4","NULL","5","1.61"
"YVETTE","6","NULL","200","5.30"
"YYYY","4","NULL","538","6.29"
"ZABEL","5","NULL","33","3.50"
"ZACHRISSON","10","NULL","0","0.00"
"ZACHRISSON'S","12","NULL","0","0.00"
"ZADEL","5","NULL","4","1.39"
"Zairean","7","NULL","10","2.30"
"Zaireans","8","NULL","1","0.00"
"Zambian","7","NULL","24","3.18"
"Zambians","8","NULL","2","0.69"
"ZAMIATIN'S","10","NULL","0","0.00"
"zanier","6","NULL","5","1.61"
"zanies","6","NULL","2","0.69"
"zaniest","7","NULL","7","1.95"
"ZANZIBAR","8","NULL","220","5.39"
"ZAPALA","6","NULL","12","2.48"
"ZAPOROGIAN","10","NULL","0","0.00"
"zapped","6","NULL","597","6.39"
"zapping","7","NULL","529","6.27"
"zaps","4","NULL","184","5.21"
"ZARA","4","NULL","161","5.08"
"ZAROUBIN","8","NULL","0","0.00"
"zealots","7","NULL","795","6.68"
"zealousness","11","NULL","25","3.22"
"ZEBEK","5","NULL","0","0.00"
"zebras","6","NULL","139","4.93"
"zebu","4","1","21","3.04"
"zebus","5","NULL","1","0.00"
"zed","3","1","682","6.53"
"zeds","4","NULL","15","2.71"
"zee","3","NULL","974","6.88"
"zees","4","NULL","19","2.94"
"ZEFFIRELLI","10","NULL","36","3.58"
"ZEISING","7","NULL","3","1.10"
"ZEISS","5","NULL","365","5.90"
"ZEME","4","NULL","40","3.69"
"ZEMLINSKY","9","NULL","19","2.94"
"ZEMLYA","6","NULL","12","2.48"
"zenana","6","1","1","0.00"
"zenanas","7","NULL","0","0.00"
"ZENDO","5","NULL","12","2.48"
"zenithal","8","NULL","2","0.69"
"zeniths","7","NULL","16","2.77"
"ZENNIST","7","NULL","5","1.61"
"zephyrs","7","NULL","40","3.69"
"zeppelins","9","NULL","67","4.20"
"ZHITKOV","7","NULL","0","0.00"
"WERTHER","7","NULL","52","3.95"
"WES","3","NULL","3105","8.04"
"WESKER","6","NULL","2","0.69"
"Wesleyans","9","NULL","2","0.69"
"WESSON","6","NULL","715","6.57"
"WESTBROOK","9","NULL","788","6.67"
"westernized","11","NULL","136","4.91"
"westernizes","11","NULL","1","0.00"
"westernizing","12","NULL","1","0.00"
"westernmost","11","NULL","42","3.74"
"westerns","8","NULL","345","5.84"
"WESTFIELD","9","NULL","474","6.16"
"WESTHAMPTON","11","NULL","12","2.48"
"WESTMORE","8","NULL","33","3.50"
"WESTON","6","NULL","1684","7.43"
"WESTPHALIA","10","NULL","81","4.39"
"WESTPORT","8","NULL","320","5.77"
"WESTWOOD","8","NULL","957","6.86"
"wether","6","NULL","1833","7.51"
"wethers","7","NULL","1","0.00"
"wets","4","NULL","98","4.58"
"wettest","7","NULL","47","3.85"
"wettings","8","NULL","5","1.61"
"WEXLER","6","NULL","217","5.38"
"WEYBOSSET","9","NULL","5","1.61"
"whackers","8","NULL","8","2.08"
"whacking","8","NULL","326","5.79"
"whackings","9","NULL","3","1.10"
"whacks","6","NULL","206","5.33"
"WHADDYA","7","NULL","576","6.36"
"whaled","6","NULL","8","2.08"
"whalers","7","NULL","676","6.52"
"whales","6","NULL","2222","7.71"
"whams","5","NULL","10","2.30"
"whang","5","NULL","33","3.50"
"whanged","7","NULL","2","0.69"
"whanging","8","NULL","8","2.08"
"whangs","6","NULL","12","2.48"
"wharfage","8","NULL","0","0.00"
"wharfs","6","NULL","21","3.04"
"whate'er","8","NULL","4","1.39"
"WHATMAN","7","NULL","5","1.61"
"whatnots","8","NULL","15","2.71"
"whatsoe'er","10","NULL","2","0.69"
"WHEARE","6","NULL","2","0.69"
"wheaten","7","NULL","358","5.88"
"WHEATON","7","NULL","717","6.58"
"WHEE","4","NULL","237","5.47"
"wheedle","7","1","70","4.25"
"wheedled","8","NULL","12","2.48"
"wheedles","8","NULL","0","0.00"
"wheedling","9","NULL","60","4.09"
"WHEELAN'S","9","NULL","0","0.00"
"wheelbarrows","12","NULL","24","3.18"
"wheelbases","10","NULL","13","2.56"
"wheelchairs","11","NULL","250","5.52"
"WHEELER","7","NULL","2395","7.78"
"WHEELER'S","9","NULL","107","4.67"
"wheelhouses","11","NULL","1","0.00"
"WHEELOCK","8","NULL","110","4.70"
"WHEELOCK'S","10","NULL","2","0.69"
"wheelwrights","12","NULL","1","0.00"
"wheezier","8","NULL","0","0.00"
"wheeziest","9","NULL","0","0.00"
"wheezily","8","NULL","0","0.00"
"wheeziness","10","NULL","1","0.00"
"WHELAN","6","NULL","326","5.79"
"whelk","5","1","19","2.94"
"whelks","6","NULL","5","1.61"
"whelped","7","NULL","32","3.47"
"whelping","8","NULL","92","4.52"
"whelps","6","NULL","142","4.96"
"WHER","4","NULL","326","5.79"
"WHEREEVER","9","NULL","388","5.96"
"whereunto","9","NULL","7","1.95"
"wherries","8","NULL","6","1.79"
"wherry","6","1","23","3.14"
"whets","5","NULL","10","2.30"
"whetstones","10","NULL","21","3.04"
"whetting","8","NULL","5","1.61"
"whiffed","7","NULL","37","3.61"
"whiffier","8","NULL","0","0.00"
"whiffiest","9","NULL","0","0.00"
"whiffing","8","NULL","13","2.56"
"whiffs","6","NULL","37","3.61"
"whiffy","6","NULL","0","0.00"
"whimpered","9","NULL","411","6.02"
"whimpers","8","NULL","133","4.89"
"whimsicalities","14","NULL","0","0.00"
"whimsies","8","NULL","5","1.61"
"whin","4","NULL","54","3.99"
"whiner","6","NULL","718","6.58"
"whimsicality","12","1","2","0.69"
"whimsically","11","1","45","3.81"
"whiners","7","NULL","625","6.44"
"whines","6","NULL","628","6.44"
"whinnies","8","NULL","2","0.69"
"whinnying","9","NULL","4","1.39"
"whipcord","8","NULL","4","1.39"
"whippersnappers","15","NULL","19","2.94"
"whippets","8","NULL","96","4.56"
"whippier","8","NULL","2","0.69"
"whippiest","9","NULL","0","0.00"
"whippings","9","NULL","71","4.26"
"WHIPPLE","7","NULL","183","5.21"
"WHIPPLE'S","9","NULL","1","0.00"
"whippoorwills","13","NULL","2","0.69"
"WHIPSAWED","9","NULL","24","3.18"
"WHIPSNADE","9","NULL","2","0.69"
"whirligigs","10","NULL","2","0.69"
"whirlpools","10","NULL","83","4.42"
"whirls","6","NULL","69","4.23"
"whirlwinds","10","NULL","25","3.22"
"whirlybird","10","1","11","2.40"
"whirlybirds","11","NULL","6","1.79"
"whirr","5","1","27","3.30"
"whirred","7","NULL","37","3.61"
"whirrs","6","NULL","28","3.33"
"whiskies","8","NULL","29","3.37"
"whisks","6","NULL","22","3.09"
"whisperers","10","NULL","5","1.61"
"whist","5","1","27","3.30"
"whistles","8","NULL","1372","7.22"
"whit","4","1","713","6.57"
"WHITCOMB","8","NULL","86","4.45"
"whitebait","9","1","10","2.30"
"whitecaps","9","NULL","15","2.71"
"Whitehall","9","1","146","4.98"
"WHITELEAF","9","NULL","1","0.00"
"WHITELEY","8","NULL","108","4.68"
"WHITEMAN","8","NULL","98","4.58"
"WHITEMARSH","10","NULL","6","1.79"
"whiter","6","NULL","163","5.09"
"whitest","7","NULL","49","3.89"
"whitethorn","10","NULL","3","1.10"
"whitethorns","11","NULL","0","0.00"
"whitethroat","11","NULL","0","0.00"
"whitethroats","12","NULL","0","0.00"
"whitewashes","11","NULL","2","0.69"
"whitewashing","12","NULL","33","3.50"
"WHITEY","6","NULL","254","5.54"
"WHITFIELD","9","NULL","370","5.91"
"Whitsun","7","NULL","3","1.10"
"Whitsuns","8","NULL","0","0.00"
"Whitsuntide","11","NULL","1","0.00"
"Whitsuntides","12","NULL","0","0.00"
"WHITTAKER","9","NULL","258","5.55"
"WHITTIER","8","NULL","279","5.63"
"WHITTIER'S","10","NULL","7","1.95"
"whittled","8","NULL","84","4.43"
"whittler","8","NULL","13","2.56"
"whittlers","9","NULL","1","0.00"
"whittles","8","NULL","8","2.08"
"whittling","9","NULL","60","4.09"
"whizzes","7","NULL","36","3.58"
"whodunits","9","NULL","6","1.79"
"WHODUNNIT","9","NULL","78","4.36"
"wholesaler","10","NULL","357","5.88"
"wholesomeness","13","NULL","26","3.26"
"whooped","7","NULL","60","4.09"
"whoops","6","NULL","1548","7.34"
"whooshes","8","NULL","4","1.39"
"whop","4","NULL","40","3.69"
"whopped","7","NULL","16","2.77"
"whops","5","NULL","6","1.79"
"whorehouses","11","NULL","33","3.50"
"whoremongers","12","NULL","4","1.39"
"whorled","7","NULL","5","1.61"
"whortleberries","14","NULL","0","0.00"
"whortleberry","12","NULL","0","0.00"
"whoso","5","1","104","4.64"
"WHY'N","5","NULL","1","0.00"
"WHYFORES","8","NULL","0","0.00"
"WHYN'T","6","NULL","2","0.69"
"whys","4","NULL","177","5.18"
"wickeder","8","NULL","3","1.10"
"wickedest","9","NULL","18","2.89"
"WICKHAM","7","NULL","143","4.96"
"wicks","5","NULL","294","5.68"
"WIDEGRIP","8","NULL","1","0.00"
"WIDENER","7","NULL","187","5.23"
"widening","8","NULL","572","6.35"
"wides","5","NULL","42","3.74"
"widgeon","7","NULL","16","2.77"
"widgeons","8","NULL","0","0.00"
"widowers","8","NULL","43","3.76"
"WIDSITH","7","NULL","1","0.00"
"WIDTHWISE","9","NULL","13","2.56"
"WIEDERUM","8","NULL","32","3.47"
"WIELAND","7","NULL","201","5.30"
"wielders","8","NULL","32","3.47"
"wielding","8","NULL","570","6.35"
"wields","6","NULL","230","5.44"
"wifelier","8","NULL","0","0.00"
"wifeliest","9","NULL","0","0.00"
"wigged","6","NULL","35","3.56"
"wigging","7","NULL","15","2.71"
"wiggings","8","NULL","4","1.39"
"wiggler","7","NULL","24","3.18"
"wigglers","8","NULL","56","4.03"
"wiggles","7","NULL","163","5.09"
"wight","5","1","724","6.58"
"wights","6","NULL","59","4.08"
"wigs","4","NULL","334","5.81"
"wigwams","7","NULL","2","0.69"
"WIL","3","NULL","2713","7.91"
"WILCKE","6","NULL","11","2.40"
"wilco","5","NULL","94","4.54"
"WILCOX","6","NULL","2002","7.60"
"wildcats","8","NULL","919","6.82"
"WILDE","5","NULL","1596","7.38"
"wildebeests","11","NULL","13","2.56"
"WILDENSTEIN","11","NULL","2","0.69"
"WILDER'S","8","NULL","37","3.61"
"wildernesses","12","NULL","24","3.18"
"WILDHACK","8","NULL","23","3.14"
"wilds","5","NULL","2433","7.80"
"WILEY","5","NULL","2391","7.78"
"WILFRID","7","NULL","536","6.28"
"wilful","6","1","84","4.43"
"wilfully","8","NULL","130","4.87"
"wilfulness","10","NULL","1","0.00"
"WILHELMINA","10","NULL","51","3.93"
"wilier","6","NULL","10","2.30"
"wiliest","7","NULL","3","1.10"
"WILIGIS","7","NULL","0","0.00"
"WILKES","6","NULL","858","6.75"
"WILKEY","6","NULL","24","3.18"
"WILKINSON","9","NULL","1735","7.46"
"WILLA","5","NULL","102","4.62"
"WILLAMETTE","10","NULL","478","6.17"
"WILLARD","7","NULL","864","6.76"
"WILLCOX","7","NULL","104","4.64"
"WILLEM","6","NULL","506","6.23"
"WILLETT","7","NULL","238","5.47"
"WILLIAM'S","9","NULL","223","5.41"
"Williams","8","NULL","21194","9.96"
"WILLIAMSON'S","12","NULL","44","3.78"
"willies","7","1","204","5.32"
"WILLINGE","8","NULL","0","0.00"
"WILLINGS","8","NULL","0","0.00"
"WILLYA","6","NULL","95","4.55"
"WILMETTE","8","NULL","161","5.08"
"WILMINGTON","10","NULL","990","6.90"
"WILSHIRE","8","NULL","950","6.86"
"wilting","7","NULL","66","4.19"
"Wilton","6","1","472","6.16"
"Wiltons","7","NULL","3","1.10"
"wilts","5","NULL","300","5.70"
"Wimpies","7","NULL","24","3.18"
"wimple","6","1","8","2.08"
"wimples","7","NULL","8","2.08"
"Wimpy","5","NULL","1085","6.99"
"WIMSATT","7","NULL","10","2.30"
"winces","6","NULL","62","4.13"
"wincey","6","NULL","1","0.00"
"winceyette","10","NULL","0","0.00"
"winch","5","1","490","6.19"
"winched","7","NULL","19","2.94"
"WINCHELL","8","NULL","65","4.17"
"winching","8","NULL","58","4.06"
"windbags","8","NULL","22","3.09"
"windbreakers","12","NULL","16","2.77"
"windcheater","11","NULL","2","0.69"
"windcheaters","12","NULL","1","0.00"
"windfalls","9","NULL","10","2.30"
"WINDHAM","7","NULL","434","6.07"
"windier","7","NULL","12","2.48"
"windiest","8","NULL","8","2.08"
"windily","7","NULL","0","0.00"
"windiness","9","NULL","1","0.00"
"windjammers","11","NULL","22","3.09"
"windlass","8","1","58","4.06"
"windlasses","10","NULL","4","1.39"
"windmills","9","NULL","266","5.58"
"windowsills","11","NULL","13","2.56"
"windpipe","8","1","85","4.44"
"windpipes","9","NULL","0","0.00"
"windscreens","11","NULL","25","3.22"
"windshields","11","NULL","148","5.00"
"windsleeves","11","NULL","0","0.00"
"windsocks","9","NULL","24","3.18"
"windstorms","10","NULL","16","2.77"
"winebibber","10","NULL","0","0.00"
"winebibbers","11","NULL","0","0.00"
"winebibbing","11","NULL","0","0.00"
"wineglasses","11","NULL","3","1.10"
"WINEHEAD","8","NULL","0","0.00"
"winepresses","11","NULL","0","0.00"
"wineskins","9","NULL","13","2.56"
"WINFIELD","8","NULL","688","6.53"
"wingers","7","NULL","469","6.15"
"wingspans","9","NULL","7","1.95"
"wingspreads","11","NULL","0","0.00"
"winkers","7","NULL","1","0.00"
"winkle","6","1","108","4.68"
"winkles","7","NULL","15","2.71"
"winks","5","NULL","247","5.51"
"WINNETKA","8","NULL","83","4.42"
"WINNIPESAUKEE","13","NULL","11","2.40"
"winnow","6","1","34","3.53"
"winnowed","8","NULL","31","3.43"
"winnowing","9","NULL","56","4.03"
"winnows","7","NULL","4","1.39"
"WINOOSKI","8","NULL","16","2.77"
"WINOS","5","NULL","469","6.15"
"WINSETT","7","NULL","27","3.30"
"WINSLOW","7","NULL","274","5.61"
"WINSLOW'S","9","NULL","5","1.61"
"winsomely","9","NULL","2","0.69"
"winsomeness","11","NULL","2","0.69"
"WINSOR","6","NULL","123","4.81"
"winterier","9","NULL","0","0.00"
"winteriest","10","NULL","0","0.00"
"WINTHROP","8","NULL","500","6.21"
"wintrier","8","NULL","0","0.00"
"wintriest","9","NULL","0","0.00"
"wipers","6","NULL","385","5.95"
"wipes","5","NULL","736","6.60"
"wirelesses","10","NULL","2","0.69"
"wiretapped","10","NULL","14","2.64"
"wiretapping","11","NULL","166","5.11"
"wiretaps","8","NULL","122","4.80"
"wireworms","9","NULL","0","0.00"
"wirier","6","NULL","0","0.00"
"wiriest","7","NULL","0","0.00"
"wiriness","8","NULL","1","0.00"
"WIS","3","NULL","552","6.31"
"wiseacre","8","1","11","2.40"
"wiseacres","9","NULL","41","3.71"
"wisecracking","12","NULL","25","3.22"
"wisecracks","10","NULL","77","4.34"
"WISED","5","NULL","117","4.76"
"WISHART","7","NULL","56","4.03"
"wishbones","9","NULL","28","3.33"
"wishfully","9","NULL","24","3.18"
"WISMAN","6","NULL","27","3.30"
"WISMAN'S","8","NULL","0","0.00"
"wispier","7","NULL","0","0.00"
"wispiest","8","NULL","0","0.00"
"WISSAHICKON","11","NULL","5","1.61"
"Wistar","6","NULL","74","4.30"
"WISTER","6","NULL","3","1.10"
"wisterias","9","NULL","12","2.48"
"wistfulness","11","NULL","5","1.61"
"witchdoctors","12","NULL","7","1.95"
"witchery","8","1","15","2.71"
"witching","8","NULL","210","5.35"
"withdrawals","11","NULL","336","5.82"
"withdraws","9","NULL","261","5.56"
"withe","5","NULL","202","5.31"
"witheringly","11","NULL","8","2.08"
"withers","7","1","2115","7.66"
"WITHERSPOON","11","NULL","308","5.73"
"withes","6","NULL","1","0.00"
"withholds","9","NULL","134","4.90"
"withies","7","NULL","0","0.00"
"withstanding","12","NULL","309","5.73"
"withy","5","1","9","2.20"
"witlessly","9","NULL","7","1.95"
"witlessness","11","NULL","5","1.61"
"WITOLD","6","NULL","61","4.11"
"WITT","4","NULL","488","6.19"
"WITTER","6","NULL","246","5.51"
"witticism","9","1","64","4.16"
"witticisms","10","NULL","88","4.48"
"wittier","7","NULL","29","3.37"
"wittiest","8","NULL","53","3.97"
"wittily","7","NULL","17","2.83"
"wittiness","9","NULL","18","2.89"
"wizards","7","NULL","4151","8.33"
"wizen","5","NULL","4","1.39"
"wizened","7","1","59","4.08"
"wizening","8","NULL","0","0.00"
"wizens","6","NULL","0","0.00"
"wo","2","NULL","2115","7.66"
"woad","4","1","83","4.42"
"wobbler","7","NULL","24","3.18"
"wobblers","8","NULL","7","1.95"
"wobbles","7","NULL","161","5.08"
"wobbliest","9","NULL","0","0.00"
"WOBURN","6","NULL","445","6.10"
"WOD","3","NULL","345","5.84"
"woefully","8","NULL","538","6.29"
"woes","4","NULL","714","6.57"
"wog","3","NULL","280","5.63"
"wogs","4","NULL","138","4.93"
"WOHAW","5","NULL","0","0.00"
"WOHAWS","6","NULL","0","0.00"
"WOHD","4","NULL","0","0.00"
"woken","5","1","447","6.10"
"WOLCOTT","7","NULL","102","4.62"
"WOLCYRZ","7","NULL","0","0.00"
"wold","4","1","343","5.84"
"WOLDE","5","NULL","10","2.30"
"wolds","5","NULL","0","0.00"
"WOLFE","5","NULL","1485","7.30"
"wolfed","6","NULL","50","3.91"
"WOLFES","6","NULL","10","2.30"
"vivariums","9","NULL","2","0.69"
"vivas","5","NULL","136","4.91"
"VIVE","4","NULL","820","6.71"
"VIVIER","6","NULL","13","2.56"
"vivifies","8","NULL","0","0.00"
"vivifying","9","NULL","2","0.69"
"viviparous","10","1","6","1.79"
"vivisect","8","NULL","18","2.89"
"vivisected","10","NULL","19","2.94"
"vivisecting","11","NULL","1","0.00"
"vivisectionist","14","NULL","19","2.94"
"vivisectionists","15","NULL","45","3.81"
"vivisections","12","NULL","7","1.95"
"vivisects","9","NULL","0","0.00"
"VIVO","4","NULL","971","6.88"
"vixenish","8","NULL","2","0.69"
"vixens","6","NULL","120","4.79"
"VIYELLA","7","NULL","3","1.10"
"VIZ","3","NULL","1806","7.50"
"vizier","6","1","165","5.11"
"viziers","7","NULL","25","3.22"
"VLADILEN","8","NULL","26","3.26"
"vocabs","6","NULL","0","0.00"
"vocalized","9","NULL","38","3.64"
"vocalizes","9","NULL","5","1.61"
"vocalizing","10","NULL","34","3.53"
"vocations","9","NULL","146","4.98"
"VOCABULARIANISM","15","NULL","0","0.00"
"vocative","8","1","22","3.09"
"vocatives","9","NULL","2","0.69"
"VOCE","4","NULL","887","6.79"
"voces","5","NULL","186","5.23"
"vociferated","11","NULL","1","0.00"
"vociferates","11","NULL","0","0.00"
"vociferating","12","NULL","0","0.00"
"vodkas","6","NULL","14","2.64"
"VOEGELIN","8","NULL","15","2.71"
"vogues","6","NULL","31","3.43"
"voicing","7","NULL","601","6.40"
"voided","6","NULL","190","5.25"
"voiding","7","NULL","117","4.76"
"voile","5","1","73","4.29"
"VOITURE","7","NULL","96","4.56"
